ELEMENTO		Valor		Fecha de Recoleccion	
PLA_B02			14		03/07/2004 22:00
PLA_B02			12		03/07/2004 23:00
PLA_B02			11		04/07/2004 00:00
PLA_B02			10		04/07/2004 01:00
PLA_B02			10		04/07/2004 02:00
PLA_B02			10		04/07/2004 03:00
PLA_B02			10		04/07/2004 04:00
PLA_B02			9		04/07/2004 05:00
PLA_B02			10		04/07/2004 06:00
PLA_B02			9		04/07/2004 07:00
PLA_B02			9		04/07/2004 08:00
PLA_B02			10		04/07/2004 09:00
PLA_B02			10		04/07/2004 10:00
PLA_B02			11		04/07/2004 11:00
PLA_B02			10		04/07/2004 12:00
PLA_B02			11		04/07/2004 13:00
PLA_B02			11		04/07/2004 14:00
PLA_B02			10		04/07/2004 15:00
PLA_B02			10		04/07/2004 16:00
PLA_B02			10		04/07/2004 17:00
PLA_B02			11		04/07/2004 18:00
PLA_B02			13		04/07/2004 19:00
PLA_B02			15		04/07/2004 20:00
PLA_B02			15		04/07/2004 21:00
PLA_B02			13		04/07/2004 22:00
PLA_B02			12		04/07/2004 23:00
PLA_B02			11		05/07/2004 00:00
PLA_B02			10		05/07/2004 01:00
PLA_B02			10		05/07/2004 02:00
PLA_B02			10		05/07/2004 03:00
PLA_B02			9		05/07/2004 04:00
PLA_B02			9		05/07/2004 05:00
PLA_B02			9		05/07/2004 06:00
PLA_B02			10		05/07/2004 07:00
PLA_B02			10		05/07/2004 08:00
PLA_B02			11		05/07/2004 09:00
PLA_B02			12		05/07/2004 10:00
PLA_B02			12		05/07/2004 11:00
PLA_B02			12		05/07/2004 12:00
PLA_B02			12		05/07/2004 13:00
PLA_B02			12		05/07/2004 14:00
PLA_B02			11		05/07/2004 15:00
PLA_B02			12		05/07/2004 16:00
PLA_B02			11		05/07/2004 17:00
PLA_B02			12		05/07/2004 18:00
PLA_B02			15		05/07/2004 19:00
PLA_B02			18		05/07/2004 20:00
PLA_B02			17		05/07/2004 21:00
PLA_B02			14		05/07/2004 22:00
PLA_B02			13		05/07/2004 23:00
PLA_B02			11		06/07/2004 00:00
PLA_B02			10		06/07/2004 01:00
PLA_B02			10		06/07/2004 02:00
PLA_B02			9		06/07/2004 03:00
PLA_B02			9		06/07/2004 04:00
PLA_B02			10		06/07/2004 05:00
PLA_B02			12		06/07/2004 06:00
PLA_B02			12		06/07/2004 07:00
PLA_B02			12		06/07/2004 08:00
PLA_B02			13		06/07/2004 09:00
PLA_B02			13		06/07/2004 10:00
PLA_B02			13		06/07/2004 11:00
PLA_B02			13		06/07/2004 12:00
PLA_B02			12		06/07/2004 13:00
PLA_B02			12		06/07/2004 14:00
PLA_B02			12		06/07/2004 15:00
PLA_B02			12		06/07/2004 16:00
PLA_B02			12		06/07/2004 17:00
PLA_B02			11		06/07/2004 18:00
PLA_B02			13		06/07/2004 19:00
PLA_B02			17		06/07/2004 20:00
PLA_B02			18		06/07/2004 21:00
PLA_B02			15		06/07/2004 22:00
PLA_B02			13		06/07/2004 23:00
PLA_B02			11		07/07/2004 00:00
PLA_B02			10		07/07/2004 01:00
PLA_B02			10		07/07/2004 02:00
PLA_B02			10		07/07/2004 03:00
PLA_B02			10		07/07/2004 04:00
PLA_B02			10		07/07/2004 05:00
PLA_B02			11		07/07/2004 06:00
PLA_B02			12		07/07/2004 07:00
PLA_B02			12		07/07/2004 08:00
PLA_B02			13		07/07/2004 09:00
PLA_B02			13		07/07/2004 10:00
PLA_B02			13		07/07/2004 11:00
PLA_B02			13		07/07/2004 12:00
PLA_B02			12		07/07/2004 13:00
PLA_B02			13		07/07/2004 14:00
PLA_B02			12		07/07/2004 15:00
PLA_B02			12		07/07/2004 16:00
PLA_B02			11		07/07/2004 17:00
PLA_B02			12		07/07/2004 18:00
PLA_B02			13		07/07/2004 19:00
PLA_B02			18		07/07/2004 20:00
PLA_B02			18		07/07/2004 21:00
PLA_B02			15		07/07/2004 22:00
PLA_B02			12		07/07/2004 23:00
PLA_B02			11		08/07/2004 00:00
PLA_B02			11		08/07/2004 01:00
PLA_B02			10		08/07/2004 02:00
PLA_B02			10		08/07/2004 03:00
PLA_B02			10		08/07/2004 04:00
PLA_B02			10		08/07/2004 05:00
PLA_B02			11		08/07/2004 06:00
PLA_B02			12		08/07/2004 07:00
PLA_B02			12		08/07/2004 08:00
PLA_B02			13		08/07/2004 09:00
PLA_B02			12		08/07/2004 10:00
PLA_B02			12		08/07/2004 11:00
PLA_B02			13		08/07/2004 12:00
PLA_B02			12		08/07/2004 13:00
PLA_B02			12		08/07/2004 14:00
PLA_B02			12		08/07/2004 15:00
PLA_B02			12		08/07/2004 17:00
PLA_B02			12		08/07/2004 18:00
PLA_B02			13		08/07/2004 19:00
PLA_B02			17		08/07/2004 20:00
PLA_B02			17		08/07/2004 21:00
PLA_B02			16		08/07/2004 22:00
PLA_B02			12		08/07/2004 23:00
PLA_B02			11		09/07/2004 00:00
PLA_B02			10		09/07/2004 01:00
PLA_B02			11		09/07/2004 07:00
PLA_B02			12		09/07/2004 08:00
PLA_B02			12		09/07/2004 09:00
PLA_B02			12		09/07/2004 10:00
PLA_B02			12		09/07/2004 11:00
PLA_B02			12		09/07/2004 12:00
PLA_B02			11		09/07/2004 13:00
PLA_B02			12		09/07/2004 14:00
PLA_B02			11		09/07/2004 15:00
PLA_B02			11		09/07/2004 16:00
PLA_B02			10		09/07/2004 17:00
PLA_B02			10		09/07/2004 18:00
PLA_B02			12		09/07/2004 19:00
PLA_B02			16		09/07/2004 20:00
PLA_B02			16		09/07/2004 21:00
PLA_B02			15		09/07/2004 22:00
PLA_B02			13		09/07/2004 23:00
PLA_B02			11		10/07/2004 00:00
PLA_B02			10		10/07/2004 01:00
PLA_B02			10		10/07/2004 02:00
PLA_B02			10		10/07/2004 03:00
PLA_B02			9		10/07/2004 04:00
PLA_B02			9		10/07/2004 05:00
PLA_B02			10		10/07/2004 06:00
PLA_B02			10		10/07/2004 07:00
PLA_B02			10		10/07/2004 08:00
PLA_B02			11		10/07/2004 09:00
PLA_B02			12		10/07/2004 10:00
PLA_B02			11		10/07/2004 11:00
PLA_B02			11		10/07/2004 12:00
PLA_B02			10		10/07/2004 13:00
PLA_B02			10		10/07/2004 14:00
PLA_B02			10		10/07/2004 15:00
PLA_B02			10		10/07/2004 16:00
PLA_B02			11		10/07/2004 17:00
PLA_B02			11		10/07/2004 18:00
PLA_B02			12		10/07/2004 19:00
PLA_B02			16		10/07/2004 20:00
PLA_B02			16		10/07/2004 21:00
PLA_B02			15		10/07/2004 22:00
PLA_B02			13		10/07/2004 23:00
PLA_B02			11		11/07/2004 00:00
PLA_B02			10		11/07/2004 01:00
PLA_B02			10		11/07/2004 02:00
PLA_B02			10		11/07/2004 03:00
PLA_B02			9		11/07/2004 04:00
PLA_B02			9		11/07/2004 05:00
PLA_B02			9		11/07/2004 06:00
PLA_B02			9		11/07/2004 07:00
PLA_B02			10		11/07/2004 08:00
PLA_B02			11		11/07/2004 09:00
PLA_B02			12		11/07/2004 10:00
PLA_B02			11		11/07/2004 11:00
PLA_B02			12		11/07/2004 12:00
PLA_B02			12		11/07/2004 13:00
PLA_B02			12		11/07/2004 14:00
PLA_B02			11		11/07/2004 15:00
PLA_B02			11		11/07/2004 16:00
PLA_B02			11		11/07/2004 17:00
PLA_B02			11		11/07/2004 18:00
PLA_B02			13		11/07/2004 19:00
PLA_B02			16		11/07/2004 20:00
PLA_B02			16		11/07/2004 21:00
PLA_B02			15		11/07/2004 22:00
PLA_B02			13		11/07/2004 23:00
PLA_B02			11		12/07/2004 00:00
PLA_B02			10		12/07/2004 01:00
PLA_B02			10		12/07/2004 02:00
PLA_B02			9		12/07/2004 03:00
PLA_B02			9		12/07/2004 04:00
PLA_B02			10		12/07/2004 05:00
PLA_B02			11		12/07/2004 06:00
PLA_B02			11		12/07/2004 07:00
PLA_B02			12		12/07/2004 08:00
PLA_B02			12		12/07/2004 09:00
PLA_B02			13		12/07/2004 10:00
PLA_B02			13		12/07/2004 11:00
PLA_B02			13		12/07/2004 12:00
PLA_B02			12		12/07/2004 13:00
PLA_B02			12		12/07/2004 14:00
PLA_B02			12		12/07/2004 15:00
PLA_B02			12		12/07/2004 16:00
PLA_B02			12		12/07/2004 17:00
PLA_B02			12		12/07/2004 18:00
PLA_B02			13		12/07/2004 19:00
PLA_B02			17		12/07/2004 20:00
PLA_B02			16		12/07/2004 21:00
PLA_B02			15		12/07/2004 22:00
PLA_B02			12		12/07/2004 23:00
PLA_B02			10		13/07/2004 00:00
PLA_B02			9		13/07/2004 01:00
PLA_B02			9		13/07/2004 02:00
PLA_B02			9		13/07/2004 03:00
PLA_B02			9		13/07/2004 04:00
PLA_B02			9		13/07/2004 05:00
PLA_B02			11		13/07/2004 06:00
PLA_B02			11		13/07/2004 07:00
PLA_B02			12		13/07/2004 08:00
PLA_B02			12		13/07/2004 09:00
PLA_B02			12		13/07/2004 10:00
PLA_B02			12		13/07/2004 11:00
PLA_B02			12		13/07/2004 12:00
PLA_B02			11		13/07/2004 13:00
PLA_B02			11		13/07/2004 14:00
PLA_B02			11		13/07/2004 15:00
PLA_B02			11		13/07/2004 16:00
PLA_B02			12		13/07/2004 17:00
PLA_B02			11		13/07/2004 18:00
PLA_B02			13		13/07/2004 19:00
PLA_B02			17		13/07/2004 20:00
PLA_B02			17		13/07/2004 21:00
PLA_B02			15		13/07/2004 22:00
PLA_B02			12		13/07/2004 23:00
PLA_B02			10		14/07/2004 00:00
PLA_B02			10		15/07/2004 01:00
PLA_B02			11		15/07/2004 08:00
PLA_B02			11		15/07/2004 09:00
PLA_B02			12		15/07/2004 10:00
PLA_B02			12		15/07/2004 11:00
PLA_B02			12		15/07/2004 12:00
PLA_B02			12		15/07/2004 13:00
PLA_B02			12		15/07/2004 14:00
PLA_B02			11		15/07/2004 15:00
PLA_B02			11		15/07/2004 16:00
PLA_B02			11		15/07/2004 17:00
PLA_B02			11		15/07/2004 18:00
PLA_B02			12		15/07/2004 19:00
PLA_B02			17		15/07/2004 20:00
PLA_B02			18		15/07/2004 21:00
PLA_B02			15		15/07/2004 22:00
PLA_B02			12		15/07/2004 23:00
PLA_B02			10		16/07/2004 00:00
PLA_B02			10		16/07/2004 01:00
PLA_B02			9		16/07/2004 02:00
PLA_B02			9		16/07/2004 03:00
PLA_B02			9		16/07/2004 04:00
PLA_B02			9		16/07/2004 05:00
PLA_B02			11		16/07/2004 06:00
PLA_B02			11		16/07/2004 07:00
PLA_B02			12		16/07/2004 08:00
PLA_B02			12		16/07/2004 09:00
PLA_B02			12		16/07/2004 10:00
PLA_B02			12		16/07/2004 11:00
PLA_B02			13		16/07/2004 12:00
PLA_B02			14		16/07/2004 13:00
PLA_B02			12		16/07/2004 14:00
PLA_B02			12		16/07/2004 15:00
PLA_B02			13		16/07/2004 16:00
PLA_B02			11		16/07/2004 17:00
PLA_B02			8		16/07/2004 18:00
PLA_B02			8		16/07/2004 19:00
PLA_B02			12		16/07/2004 20:00
PLA_B02			13		16/07/2004 21:00
PLA_B02			12		16/07/2004 22:00
PLA_B02			11		16/07/2004 23:00
PLA_B02			10		17/07/2004 00:00
PLA_B02			9		17/07/2004 01:00
PLA_B02			9		17/07/2004 02:00
PLA_B02			9		17/07/2004 03:00
PLA_B02			8		17/07/2004 04:00
PLA_B02			8		17/07/2004 05:00
PLA_B02			8		17/07/2004 06:00
PLA_B02			9		17/07/2004 07:00
PLA_B02			9		17/07/2004 08:00
PLA_B02			10		17/07/2004 09:00
PLA_B02			11		17/07/2004 10:00
PLA_B02			11		17/07/2004 11:00
PLA_B02			11		17/07/2004 12:00
PLA_B02			11		17/07/2004 13:00
PLA_B02			11		17/07/2004 14:00
PLA_B02			11		17/07/2004 15:00
PLA_B02			11		17/07/2004 16:00
PLA_B02			11		17/07/2004 17:00
PLA_B02			11		17/07/2004 18:00
PLA_B02			12		17/07/2004 19:00
PLA_B02			16		17/07/2004 20:00
PLA_B02			16		17/07/2004 21:00
PLA_B02			15		17/07/2004 22:00
PLA_B02			13		17/07/2004 23:00
PLA_B02			11		18/07/2004 00:00
PLA_B02			10		18/07/2004 01:00
PLA_B02			9		18/07/2004 05:00
PLA_B02			9		18/07/2004 06:00
PLA_B02			9		18/07/2004 07:00
PLA_B02			10		18/07/2004 08:00
PLA_B02			10		18/07/2004 09:00
PLA_B02			11		18/07/2004 10:00
PLA_B02			11		18/07/2004 11:00
PLA_B02			11		18/07/2004 12:00
PLA_B02			10		18/07/2004 13:00
PLA_B02			10		18/07/2004 14:00
PLA_B02			10		18/07/2004 15:00
PLA_B02			10		18/07/2004 16:00
PLA_B02			9		18/07/2004 17:00
PLA_B02			10		18/07/2004 18:00
PLA_B02			12		18/07/2004 19:00
PLA_B02			16		18/07/2004 20:00
PLA_B02			15		18/07/2004 21:00
PLA_B02			14		18/07/2004 22:00
PLA_B02			12		18/07/2004 23:00
PLA_B02			10		19/07/2004 00:00
PLA_B02			10		19/07/2004 01:00
PLA_B02			9		19/07/2004 02:00
PLA_B02			9		19/07/2004 03:00
PLA_B02			9		19/07/2004 04:00
PLA_B02			9		19/07/2004 05:00
PLA_B02			11		19/07/2004 06:00
PLA_B02			11		19/07/2004 07:00
PLA_B02			11		19/07/2004 08:00
PLA_B02			11		19/07/2004 09:00
PLA_B02			12		19/07/2004 10:00
PLA_B02			12		19/07/2004 11:00
PLA_B02			13		19/07/2004 12:00
PLA_B02			12		19/07/2004 13:00
PLA_B02			12		19/07/2004 14:00
PLA_B02			11		19/07/2004 15:00
PLA_B02			12		19/07/2004 16:00
PLA_B02			11		19/07/2004 17:00
PLA_B02			11		19/07/2004 18:00
PLA_B02			12		19/07/2004 19:00
PLA_B02			17		19/07/2004 20:00
PLA_B02			17		19/07/2004 21:00
PLA_B02			14		19/07/2004 22:00
PLA_B02			11		19/07/2004 23:00
PLA_B02			10		20/07/2004 00:00
PLA_B02			9		20/07/2004 01:00
PLA_B02			9		20/07/2004 02:00
PLA_B02			9		20/07/2004 03:00
PLA_B02			10		20/07/2004 04:00
PLA_B02			9		20/07/2004 05:00
PLA_B02			11		20/07/2004 06:00
PLA_B02			11		20/07/2004 07:00
PLA_B02			11		20/07/2004 08:00
PLA_B02			11		20/07/2004 09:00
PLA_B02			12		20/07/2004 10:00
PLA_B02			12		20/07/2004 11:00
PLA_B02			11		20/07/2004 12:00
PLA_B02			12		20/07/2004 13:00
PLA_B02			12		20/07/2004 14:00
PLA_B02			12		20/07/2004 15:00
PLA_B02			12		20/07/2004 16:00
PLA_B02			12		20/07/2004 17:00
PLA_B02			11		20/07/2004 18:00
PLA_B02			12		20/07/2004 19:00
PLA_B02			16		20/07/2004 20:00
PLA_B02			16		20/07/2004 21:00
PLA_B02			14		20/07/2004 22:00
PLA_B02			12		20/07/2004 23:00
PLA_B02			10		21/07/2004 00:00
PLA_B02			9		22/07/2004 01:00
PLA_B02			11		22/07/2004 09:00
PLA_B02			11		22/07/2004 10:00
PLA_B02			12		22/07/2004 11:00
PLA_B02			12		22/07/2004 12:00
PLA_B02			11		22/07/2004 14:00
PLA_B02			11		22/07/2004 15:00
PLA_B02			11		22/07/2004 16:00
PLA_B02			11		22/07/2004 17:00
PLA_B02			11		22/07/2004 18:00
PLA_B02			12		22/07/2004 19:00
PLA_B02			16		22/07/2004 20:00
PLA_B02			16		22/07/2004 21:00
PLA_B02			14		22/07/2004 22:00
PLA_B02			12		22/07/2004 23:00
PLA_B02			10		23/07/2004 00:00
PLA_B02			10		23/07/2004 01:00
PLA_B02			9		23/07/2004 02:00
PLA_B02			9		23/07/2004 03:00
PLA_B02			9		23/07/2004 04:00
PLA_B02			9		23/07/2004 05:00
PLA_B02			11		23/07/2004 06:00
PLA_B02			11		23/07/2004 07:00
PLA_B02			11		23/07/2004 08:00
PLA_B02			11		23/07/2004 09:00
PLA_B02			11		23/07/2004 10:00
PLA_B02			11		23/07/2004 11:00
PLA_B02			11		23/07/2004 12:00
PLA_B02			11		23/07/2004 13:00
PLA_B02			11		23/07/2004 14:00
PLA_B02			11		23/07/2004 15:00
PLA_B02			11		23/07/2004 16:00
PLA_B02			10		23/07/2004 17:00
PLA_B02			11		23/07/2004 18:00
PLA_B02			11		23/07/2004 19:00
PLA_B02			15		23/07/2004 20:00
PLA_B02			15		23/07/2004 21:00
PLA_B02			15		23/07/2004 22:00
PLA_B02			13		23/07/2004 23:00
PLA_B02			11		24/07/2004 00:00
PLA_B02			10		24/07/2004 01:00
PLA_B02			9		24/07/2004 02:00
PLA_B02			9		24/07/2004 03:00
PLA_B02			9		24/07/2004 04:00
PLA_B02			9		24/07/2004 05:00
PLA_B02			10		24/07/2004 06:00
PLA_B02			9		24/07/2004 07:00
PLA_B02			10		24/07/2004 08:00
PLA_B02			11		24/07/2004 09:00
PLA_B02			11		24/07/2004 10:00
PLA_B02			10		24/07/2004 11:00
PLA_B02			10		24/07/2004 12:00
PLA_B02			10		24/07/2004 13:00
PLA_B02			10		24/07/2004 14:00
PLA_B02			10		24/07/2004 15:00
PLA_B02			9		24/07/2004 16:00
PLA_B02			9		24/07/2004 17:00
PLA_B02			10		24/07/2004 18:00
PLA_B02			12		24/07/2004 19:00
PLA_B02			17		24/07/2004 20:00
PLA_B02			15		24/07/2004 21:00
PLA_B02			15		24/07/2004 22:00
PLA_B02			13		24/07/2004 23:00
PLA_B02			11		25/07/2004 00:00
PLA_B02			10		25/07/2004 01:00
PLA_B02			10		25/07/2004 02:00
PLA_B02			10		25/07/2004 03:00
PLA_B02			10		25/07/2004 04:00
PLA_B02			9		25/07/2004 05:00
PLA_B02			9		25/07/2004 06:00
PLA_B02			9		25/07/2004 07:00
PLA_B02			9		25/07/2004 08:00
PLA_B02			10		25/07/2004 09:00
PLA_B02			10		25/07/2004 10:00
PLA_B02			10		25/07/2004 11:00
PLA_B02			11		25/07/2004 12:00
PLA_B02			11		25/07/2004 13:00
PLA_B02			11		25/07/2004 14:00
PLA_B02			10		25/07/2004 15:00
PLA_B02			10		25/07/2004 16:00
PLA_B02			10		25/07/2004 17:00
PLA_B02			10		25/07/2004 18:00
PLA_B02			13		25/07/2004 19:00
PLA_B02			17		25/07/2004 20:00
PLA_B02			15		25/07/2004 21:00
PLA_B02			14		25/07/2004 22:00
PLA_B02			12		25/07/2004 23:00
PLA_B02			11		26/07/2004 00:00
PLA_B02			10		26/07/2004 01:00
PLA_B02			9		26/07/2004 02:00
PLA_B02			9		26/07/2004 03:00
PLA_B02			9		26/07/2004 04:00
PLA_B02			9		26/07/2004 05:00
PLA_B02			11		26/07/2004 06:00
PLA_B02			10		26/07/2004 07:00
PLA_B02			11		26/07/2004 08:00
PLA_B02			11		26/07/2004 09:00
PLA_B02			11		26/07/2004 10:00
PLA_B02			10		27/07/2004 07:00
PLA_B02			11		27/07/2004 08:00
PLA_B02			13		27/07/2004 09:00
PLA_B02			13		27/07/2004 10:00
PLA_B02			13		27/07/2004 11:00
PLA_B02			12		27/07/2004 12:00
PLA_B02			12		27/07/2004 13:00
PLA_B02			11		27/07/2004 14:00
PLA_B02			11		27/07/2004 15:00
PLA_B02			11		27/07/2004 16:00
PLA_B02			13		27/07/2004 17:00
PLA_B02			11		27/07/2004 18:00
PLA_B02			13		27/07/2004 19:00
PLA_B02			17		27/07/2004 20:00
PLA_B02			16		27/07/2004 21:00
PLA_B02			15		27/07/2004 22:00
PLA_B02			12		27/07/2004 23:00
PLA_B02			10		28/07/2004 00:00
PLA_B02			10		28/07/2004 01:00
PLA_B02			10		28/07/2004 02:00
PLA_B02			9		28/07/2004 03:00
PLA_B02			9		28/07/2004 04:00
PLA_B02			10		28/07/2004 05:00
PLA_B02			11		28/07/2004 06:00
PLA_B02			11		28/07/2004 07:00
PLA_B02			12		28/07/2004 08:00
PLA_B02			12		28/07/2004 09:00
PLA_B02			12		28/07/2004 10:00
PLA_B02			13		28/07/2004 11:00
PLA_B02			12		28/07/2004 12:00
PLA_B02			12		28/07/2004 13:00
PLA_B02			12		28/07/2004 15:00
PLA_B02			12		28/07/2004 16:00
PLA_B02			12		28/07/2004 17:00
PLA_B02			11		28/07/2004 18:00
PLA_B02			12		28/07/2004 19:00
PLA_B02			16		28/07/2004 20:00
PLA_B02			16		28/07/2004 21:00
PLA_B02			14		28/07/2004 22:00
PLA_B02			12		28/07/2004 23:00
PLA_B02			10		29/07/2004 00:00
PLA_B02			10		29/07/2004 01:00
PLA_B02			10		29/07/2004 02:00
PLA_B02			9		29/07/2004 03:00
PLA_B02			9		29/07/2004 04:00
PLA_B02			9		29/07/2004 05:00
PLA_B02			11		29/07/2004 06:00
PLA_B02			10		29/07/2004 07:00
PLA_B02			11		29/07/2004 08:00
PLA_B02			12		29/07/2004 09:00
PLA_B02			12		29/07/2004 10:00
PLA_B02			13		29/07/2004 11:00
PLA_B02			12		29/07/2004 12:00
PLA_B02			11		29/07/2004 13:00
PLA_B02			11		29/07/2004 14:00
PLA_B02			11		29/07/2004 15:00
PLA_B02			11		29/07/2004 16:00
PLA_B02			11		29/07/2004 17:00
PLA_B02			12		29/07/2004 18:00
PLA_B02			14		29/07/2004 19:00
PLA_B02			16		29/07/2004 20:00
PLA_B02			16		29/07/2004 21:00
PLA_B02			15		29/07/2004 22:00
PLA_B02			13		29/07/2004 23:00
PLA_B02			10		30/07/2004 00:00
PLA_B02			10		30/07/2004 01:00
PLA_B02			9		30/07/2004 02:00
PLA_B02			9		30/07/2004 03:00
PLA_B02			9		30/07/2004 04:00
PLA_B02			9		30/07/2004 05:00
PLA_B02			11		30/07/2004 06:00
PLA_B02			11		30/07/2004 07:00
PLA_B02			11		30/07/2004 08:00
PLA_B02			12		30/07/2004 09:00
PLA_B02			12		30/07/2004 10:00
PLA_B02			12		30/07/2004 11:00
PLA_B02			13		30/07/2004 12:00
PLA_B02			12		30/07/2004 13:00
PLA_B02			13		30/07/2004 14:00
PLA_B02			12		30/07/2004 15:00
PLA_B02			11		30/07/2004 16:00
PLA_B02			11		30/07/2004 17:00
PLA_B02			11		30/07/2004 18:00
PLA_B02			13		30/07/2004 19:00
PLA_B02			16		30/07/2004 20:00
PLA_B02			15		30/07/2004 21:00
PLA_B02			14		30/07/2004 22:00
PLA_B02			12		30/07/2004 23:00
PLA_B02			11		31/07/2004 00:00
PLA_B02			9		31/07/2004 01:00
PLA_B02			9		31/07/2004 02:00
PLA_B02			9		31/07/2004 03:00
PLA_B02			9		31/07/2004 04:00
PLA_B02			9		31/07/2004 05:00
PLA_B02			10		31/07/2004 06:00
PLA_B02			10		31/07/2004 07:00
PLA_B02			9		31/07/2004 08:00
PLA_B02			11		31/07/2004 09:00
PLA_B02			11		31/07/2004 10:00
PLA_B02			10		31/07/2004 11:00
PLA_B02			10		31/07/2004 12:00
PLA_B02			10		31/07/2004 13:00
PLA_B02			10		31/07/2004 14:00
PLA_B02			10		31/07/2004 15:00
PLA_B02			9		31/07/2004 16:00
PLA_B02			10		31/07/2004 17:00
PLA_B02			10		31/07/2004 18:00
PLA_B02			11		31/07/2004 19:00
PLA_B02			16		31/07/2004 20:00
PLA_B02			16		31/07/2004 21:00
PLA_B02			14		31/07/2004 22:00
PLA_B02			12		31/07/2004 23:00
