ELEMENTO		Valor		Fecha de Recoleccion	
PLA_A03			14		03/07/2004 10:00
PLA_A03			14		03/07/2004 11:00
PLA_A03			15		03/07/2004 12:00
PLA_A03			15		03/07/2004 13:00
PLA_A03			16		03/07/2004 14:00
PLA_A03			13		03/07/2004 15:00
PLA_A03			13		03/07/2004 16:00
PLA_A03			13		03/07/2004 17:00
PLA_A03			12		03/07/2004 18:00
PLA_A03			14		03/07/2004 19:00
PLA_A03			16		03/07/2004 20:00
PLA_A03			16		03/07/2004 21:00
PLA_A03			14		03/07/2004 22:00
PLA_A03			14		03/07/2004 23:00
PLA_A03			12		04/07/2004 00:00
PLA_A03			10		04/07/2004 01:00
PLA_A03			9		04/07/2004 02:00
PLA_A03			9		04/07/2004 03:00
PLA_A03			8		04/07/2004 04:00
PLA_A03			8		04/07/2004 05:00
PLA_A03			9		04/07/2004 06:00
PLA_A03			9		04/07/2004 07:00
PLA_A03			11		04/07/2004 08:00
PLA_A03			13		04/07/2004 09:00
PLA_A03			13		04/07/2004 10:00
PLA_A03			14		04/07/2004 11:00
PLA_A03			14		04/07/2004 12:00
PLA_A03			15		04/07/2004 13:00
PLA_A03			13		04/07/2004 14:00
PLA_A03			13		04/07/2004 15:00
PLA_A03			12		04/07/2004 16:00
PLA_A03			11		04/07/2004 17:00
PLA_A03			13		04/07/2004 18:00
PLA_A03			14		04/07/2004 19:00
PLA_A03			16		04/07/2004 20:00
PLA_A03			15		04/07/2004 21:00
PLA_A03			14		04/07/2004 22:00
PLA_A03			13		04/07/2004 23:00
PLA_A03			11		05/07/2004 00:00
PLA_A03			10		05/07/2004 01:00
PLA_A03			9		05/07/2004 02:00
PLA_A03			9		05/07/2004 03:00
PLA_A03			8		05/07/2004 04:00
PLA_A03			9		05/07/2004 05:00
PLA_A03			9		05/07/2004 06:00
PLA_A03			10		05/07/2004 07:00
PLA_A03			12		05/07/2004 08:00
PLA_A03			14		05/07/2004 09:00
PLA_A03			17		05/07/2004 10:00
PLA_A03			16		05/07/2004 11:00
PLA_A03			18		05/07/2004 12:00
PLA_A03			17		05/07/2004 13:00
PLA_A03			19		05/07/2004 14:00
PLA_A03			17		05/07/2004 15:00
PLA_A03			16		05/07/2004 16:00
PLA_A03			15		05/07/2004 17:00
PLA_A03			14		05/07/2004 18:00
PLA_A03			16		05/07/2004 19:00
PLA_A03			18		05/07/2004 20:00
PLA_A03			19		05/07/2004 21:00
PLA_A03			16		05/07/2004 22:00
PLA_A03			14		05/07/2004 23:00
PLA_A03			12		06/07/2004 00:00
PLA_A03			10		06/07/2004 01:00
PLA_A03			9		06/07/2004 02:00
PLA_A03			9		06/07/2004 03:00
PLA_A03			8		06/07/2004 04:00
PLA_A03			9		06/07/2004 05:00
PLA_A03			11		06/07/2004 06:00
PLA_A03			16		06/07/2004 07:00
PLA_A03			17		06/07/2004 08:00
PLA_A03			16		06/07/2004 09:00
PLA_A03			16		06/07/2004 10:00
PLA_A03			16		06/07/2004 11:00
PLA_A03			18		06/07/2004 12:00
PLA_A03			17		06/07/2004 13:00
PLA_A03			17		06/07/2004 14:00
PLA_A03			15		06/07/2004 15:00
PLA_A03			15		06/07/2004 16:00
PLA_A03			14		06/07/2004 17:00
PLA_A03			14		06/07/2004 18:00
PLA_A03			14		06/07/2004 19:00
PLA_A03			19		06/07/2004 20:00
PLA_A03			19		06/07/2004 21:00
PLA_A03			18		06/07/2004 22:00
PLA_A03			15		06/07/2004 23:00
PLA_A03			12		07/07/2004 00:00
PLA_A03			10		07/07/2004 01:00
PLA_A03			9		07/07/2004 02:00
PLA_A03			9		07/07/2004 03:00
PLA_A03			9		07/07/2004 04:00
PLA_A03			9		07/07/2004 05:00
PLA_A03			12		07/07/2004 06:00
PLA_A03			15		07/07/2004 07:00
PLA_A03			14		07/07/2004 08:00
PLA_A03			17		07/07/2004 09:00
PLA_A03			16		07/07/2004 10:00
PLA_A03			16		07/07/2004 11:00
PLA_A03			17		07/07/2004 12:00
PLA_A03			17		07/07/2004 13:00
PLA_A03			15		07/07/2004 14:00
PLA_A03			15		07/07/2004 15:00
PLA_A03			15		07/07/2004 16:00
PLA_A03			14		07/07/2004 17:00
PLA_A03			14		07/07/2004 18:00
PLA_A03			15		07/07/2004 19:00
PLA_A03			19		07/07/2004 20:00
PLA_A03			19		07/07/2004 21:00
PLA_A03			18		07/07/2004 22:00
PLA_A03			15		07/07/2004 23:00
PLA_A03			13		08/07/2004 00:00
PLA_A03			11		08/07/2004 01:00
PLA_A03			10		08/07/2004 02:00
PLA_A03			9		08/07/2004 03:00
PLA_A03			9		08/07/2004 04:00
PLA_A03			9		08/07/2004 05:00
PLA_A03			12		08/07/2004 06:00
PLA_A03			15		08/07/2004 07:00
PLA_A03			17		08/07/2004 08:00
PLA_A03			17		08/07/2004 09:00
PLA_A03			17		08/07/2004 10:00
PLA_A03			17		08/07/2004 11:00
PLA_A03			18		08/07/2004 12:00
PLA_A03			16		08/07/2004 13:00
PLA_A03			15		08/07/2004 14:00
PLA_A03			15		08/07/2004 15:00
PLA_A03			14		08/07/2004 17:00
PLA_A03			13		08/07/2004 18:00
PLA_A03			15		08/07/2004 19:00
PLA_A03			18		08/07/2004 20:00
PLA_A03			18		08/07/2004 21:00
PLA_A03			16		08/07/2004 22:00
PLA_A03			15		08/07/2004 23:00
PLA_A03			13		09/07/2004 00:00
PLA_A03			10		09/07/2004 01:00
PLA_A03			14		09/07/2004 07:00
PLA_A03			17		09/07/2004 08:00
PLA_A03			17		09/07/2004 09:00
PLA_A03			17		09/07/2004 10:00
PLA_A03			17		09/07/2004 11:00
PLA_A03			18		09/07/2004 12:00
PLA_A03			17		09/07/2004 13:00
PLA_A03			15		09/07/2004 14:00
PLA_A03			14		09/07/2004 15:00
PLA_A03			12		09/07/2004 16:00
PLA_A03			12		09/07/2004 17:00
PLA_A03			12		09/07/2004 18:00
PLA_A03			13		09/07/2004 19:00
PLA_A03			17		09/07/2004 20:00
PLA_A03			18		09/07/2004 21:00
PLA_A03			16		09/07/2004 22:00
PLA_A03			14		09/07/2004 23:00
PLA_A03			12		10/07/2004 00:00
PLA_A03			11		10/07/2004 01:00
PLA_A03			9		10/07/2004 02:00
PLA_A03			9		10/07/2004 03:00
PLA_A03			9		10/07/2004 04:00
PLA_A03			9		10/07/2004 05:00
PLA_A03			9		10/07/2004 06:00
PLA_A03			11		10/07/2004 07:00
PLA_A03			13		10/07/2004 08:00
PLA_A03			15		10/07/2004 09:00
PLA_A03			15		10/07/2004 10:00
PLA_A03			15		10/07/2004 11:00
PLA_A03			15		10/07/2004 12:00
PLA_A03			15		10/07/2004 13:00
PLA_A03			15		10/07/2004 14:00
PLA_A03			13		10/07/2004 15:00
PLA_A03			13		10/07/2004 16:00
PLA_A03			12		10/07/2004 17:00
PLA_A03			12		10/07/2004 18:00
PLA_A03			13		10/07/2004 19:00
PLA_A03			16		10/07/2004 20:00
PLA_A03			16		10/07/2004 21:00
PLA_A03			15		10/07/2004 22:00
PLA_A03			14		10/07/2004 23:00
PLA_A03			13		11/07/2004 00:00
PLA_A03			10		11/07/2004 01:00
PLA_A03			10		11/07/2004 02:00
PLA_A03			9		11/07/2004 03:00
PLA_A03			9		11/07/2004 04:00
PLA_A03			9		11/07/2004 05:00
PLA_A03			9		11/07/2004 06:00
PLA_A03			10		11/07/2004 07:00
PLA_A03			12		11/07/2004 08:00
PLA_A03			14		11/07/2004 09:00
PLA_A03			14		11/07/2004 10:00
PLA_A03			15		11/07/2004 11:00
PLA_A03			16		11/07/2004 12:00
PLA_A03			16		11/07/2004 13:00
PLA_A03			14		11/07/2004 14:00
PLA_A03			14		11/07/2004 15:00
PLA_A03			13		11/07/2004 16:00
PLA_A03			14		11/07/2004 17:00
PLA_A03			13		11/07/2004 18:00
PLA_A03			14		11/07/2004 19:00
PLA_A03			16		11/07/2004 20:00
PLA_A03			17		11/07/2004 21:00
PLA_A03			16		11/07/2004 22:00
PLA_A03			14		11/07/2004 23:00
PLA_A03			12		12/07/2004 00:00
PLA_A03			10		12/07/2004 01:00
PLA_A03			9		12/07/2004 02:00
PLA_A03			9		12/07/2004 03:00
PLA_A03			9		12/07/2004 04:00
PLA_A03			9		12/07/2004 05:00
PLA_A03			11		12/07/2004 06:00
PLA_A03			14		12/07/2004 07:00
PLA_A03			16		12/07/2004 08:00
PLA_A03			17		12/07/2004 09:00
PLA_A03			17		12/07/2004 10:00
PLA_A03			18		12/07/2004 11:00
PLA_A03			18		12/07/2004 12:00
PLA_A03			18		12/07/2004 13:00
PLA_A03			17		12/07/2004 14:00
PLA_A03			16		12/07/2004 15:00
PLA_A03			14		12/07/2004 16:00
PLA_A03			14		12/07/2004 17:00
PLA_A03			13		12/07/2004 18:00
PLA_A03			14		12/07/2004 19:00
PLA_A03			21		12/07/2004 20:00
PLA_A03			20		12/07/2004 21:00
PLA_A03			16		12/07/2004 22:00
PLA_A03			14		12/07/2004 23:00
PLA_A03			11		13/07/2004 00:00
PLA_A03			10		13/07/2004 01:00
PLA_A03			9		13/07/2004 02:00
PLA_A03			9		13/07/2004 03:00
PLA_A03			9		13/07/2004 04:00
PLA_A03			9		13/07/2004 05:00
PLA_A03			11		13/07/2004 06:00
PLA_A03			15		13/07/2004 07:00
PLA_A03			17		13/07/2004 08:00
PLA_A03			16		13/07/2004 09:00
PLA_A03			17		13/07/2004 10:00
PLA_A03			18		13/07/2004 11:00
PLA_A03			19		13/07/2004 12:00
PLA_A03			20		13/07/2004 13:00
PLA_A03			17		13/07/2004 14:00
PLA_A03			15		13/07/2004 15:00
PLA_A03			14		13/07/2004 16:00
PLA_A03			13		13/07/2004 17:00
PLA_A03			13		13/07/2004 18:00
PLA_A03			14		13/07/2004 19:00
PLA_A03			18		13/07/2004 20:00
PLA_A03			18		13/07/2004 21:00
PLA_A03			16		13/07/2004 22:00
PLA_A03			14		13/07/2004 23:00
PLA_A03			12		14/07/2004 00:00
PLA_A03			10		15/07/2004 01:00
PLA_A03			15		15/07/2004 08:00
PLA_A03			15		15/07/2004 09:00
PLA_A03			14		15/07/2004 10:00
PLA_A03			15		15/07/2004 11:00
PLA_A03			17		15/07/2004 12:00
PLA_A03			16		15/07/2004 13:00
PLA_A03			15		15/07/2004 14:00
PLA_A03			13		15/07/2004 15:00
PLA_A03			13		15/07/2004 16:00
PLA_A03			12		15/07/2004 17:00
PLA_A03			13		15/07/2004 18:00
PLA_A03			13		15/07/2004 19:00
PLA_A03			16		15/07/2004 20:00
PLA_A03			17		15/07/2004 21:00
PLA_A03			17		15/07/2004 22:00
PLA_A03			14		15/07/2004 23:00
PLA_A03			11		16/07/2004 00:00
PLA_A03			10		16/07/2004 01:00
PLA_A03			9		16/07/2004 02:00
PLA_A03			9		16/07/2004 03:00
PLA_A03			9		16/07/2004 04:00
PLA_A03			9		16/07/2004 05:00
PLA_A03			11		16/07/2004 06:00
PLA_A03			13		16/07/2004 07:00
PLA_A03			14		16/07/2004 08:00
PLA_A03			16		16/07/2004 09:00
PLA_A03			15		16/07/2004 10:00
PLA_A03			17		16/07/2004 11:00
PLA_A03			17		16/07/2004 12:00
PLA_A03			18		16/07/2004 13:00
PLA_A03			15		16/07/2004 14:00
PLA_A03			14		16/07/2004 15:00
PLA_A03			15		16/07/2004 16:00
PLA_A03			13		16/07/2004 17:00
PLA_A03			14		16/07/2004 18:00
PLA_A03			15		16/07/2004 19:00
PLA_A03			17		16/07/2004 20:00
PLA_A03			16		16/07/2004 21:00
PLA_A03			15		16/07/2004 22:00
PLA_A03			13		16/07/2004 23:00
PLA_A03			12		17/07/2004 00:00
PLA_A03			11		17/07/2004 01:00
PLA_A03			9		17/07/2004 02:00
PLA_A03			8		17/07/2004 03:00
PLA_A03			8		17/07/2004 04:00
PLA_A03			9		17/07/2004 05:00
PLA_A03			9		17/07/2004 06:00
PLA_A03			10		17/07/2004 07:00
PLA_A03			11		17/07/2004 08:00
PLA_A03			14		17/07/2004 09:00
PLA_A03			14		17/07/2004 10:00
PLA_A03			16		17/07/2004 11:00
PLA_A03			16		17/07/2004 12:00
PLA_A03			16		17/07/2004 13:00
PLA_A03			15		17/07/2004 14:00
PLA_A03			14		17/07/2004 15:00
PLA_A03			13		17/07/2004 16:00
PLA_A03			13		17/07/2004 17:00
PLA_A03			12		17/07/2004 18:00
PLA_A03			12		17/07/2004 19:00
PLA_A03			17		17/07/2004 20:00
PLA_A03			16		17/07/2004 21:00
PLA_A03			15		17/07/2004 22:00
PLA_A03			14		17/07/2004 23:00
PLA_A03			12		18/07/2004 00:00
PLA_A03			10		18/07/2004 01:00
PLA_A03			8		18/07/2004 05:00
PLA_A03			8		18/07/2004 06:00
PLA_A03			9		18/07/2004 07:00
PLA_A03			11		18/07/2004 08:00
PLA_A03			13		18/07/2004 09:00
PLA_A03			14		18/07/2004 10:00
PLA_A03			15		18/07/2004 11:00
PLA_A03			15		18/07/2004 12:00
PLA_A03			14		18/07/2004 13:00
PLA_A03			13		18/07/2004 14:00
PLA_A03			12		18/07/2004 15:00
PLA_A03			12		18/07/2004 16:00
PLA_A03			13		18/07/2004 17:00
PLA_A03			12		18/07/2004 18:00
PLA_A03			14		18/07/2004 19:00
PLA_A03			16		18/07/2004 20:00
PLA_A03			17		18/07/2004 21:00
PLA_A03			15		18/07/2004 22:00
PLA_A03			14		18/07/2004 23:00
PLA_A03			11		19/07/2004 00:00
PLA_A03			9		19/07/2004 01:00
PLA_A03			9		19/07/2004 02:00
PLA_A03			8		19/07/2004 03:00
PLA_A03			8		19/07/2004 04:00
PLA_A03			8		19/07/2004 05:00
PLA_A03			10		19/07/2004 06:00
PLA_A03			13		19/07/2004 07:00
PLA_A03			14		19/07/2004 08:00
PLA_A03			16		19/07/2004 09:00
PLA_A03			17		19/07/2004 10:00
PLA_A03			18		19/07/2004 11:00
PLA_A03			19		19/07/2004 12:00
PLA_A03			18		19/07/2004 13:00
PLA_A03			16		19/07/2004 14:00
PLA_A03			16		19/07/2004 15:00
PLA_A03			16		19/07/2004 16:00
PLA_A03			15		19/07/2004 17:00
PLA_A03			14		19/07/2004 18:00
PLA_A03			14		19/07/2004 19:00
PLA_A03			18		19/07/2004 20:00
PLA_A03			18		19/07/2004 21:00
PLA_A03			16		19/07/2004 22:00
PLA_A03			12		19/07/2004 23:00
PLA_A03			11		20/07/2004 00:00
PLA_A03			10		20/07/2004 01:00
PLA_A03			9		20/07/2004 02:00
PLA_A03			9		20/07/2004 03:00
PLA_A03			9		20/07/2004 04:00
PLA_A03			9		20/07/2004 05:00
PLA_A03			10		20/07/2004 06:00
PLA_A03			14		20/07/2004 07:00
PLA_A03			16		20/07/2004 08:00
PLA_A03			16		20/07/2004 09:00
PLA_A03			15		20/07/2004 10:00
PLA_A03			17		20/07/2004 11:00
PLA_A03			16		20/07/2004 12:00
PLA_A03			17		20/07/2004 13:00
PLA_A03			15		20/07/2004 14:00
PLA_A03			14		20/07/2004 15:00
PLA_A03			14		20/07/2004 16:00
PLA_A03			13		20/07/2004 17:00
PLA_A03			13		20/07/2004 18:00
PLA_A03			14		20/07/2004 19:00
PLA_A03			18		20/07/2004 20:00
PLA_A03			19		20/07/2004 21:00
PLA_A03			16		20/07/2004 22:00
PLA_A03			14		20/07/2004 23:00
PLA_A03			11		21/07/2004 00:00
PLA_A03			10		22/07/2004 01:00
PLA_A03			17		22/07/2004 09:00
PLA_A03			15		22/07/2004 10:00
PLA_A03			17		22/07/2004 11:00
PLA_A03			18		22/07/2004 12:00
PLA_A03			16		22/07/2004 14:00
PLA_A03			14		22/07/2004 15:00
PLA_A03			14		22/07/2004 16:00
PLA_A03			14		22/07/2004 17:00
PLA_A03			13		22/07/2004 18:00
PLA_A03			14		22/07/2004 19:00
PLA_A03			17		22/07/2004 20:00
PLA_A03			18		22/07/2004 21:00
PLA_A03			16		22/07/2004 22:00
PLA_A03			14		22/07/2004 23:00
PLA_A03			11		23/07/2004 00:00
PLA_A03			10		23/07/2004 01:00
PLA_A03			9		23/07/2004 02:00
PLA_A03			9		23/07/2004 03:00
PLA_A03			9		23/07/2004 04:00
PLA_A03			9		23/07/2004 05:00
PLA_A03			10		23/07/2004 06:00
PLA_A03			13		23/07/2004 07:00
PLA_A03			15		23/07/2004 08:00
PLA_A03			17		23/07/2004 09:00
PLA_A03			16		23/07/2004 10:00
PLA_A03			18		23/07/2004 11:00
PLA_A03			18		23/07/2004 12:00
PLA_A03			17		23/07/2004 13:00
PLA_A03			15		23/07/2004 14:00
PLA_A03			13		23/07/2004 15:00
PLA_A03			9		23/07/2004 16:00
PLA_A03			4		23/07/2004 17:00
PLA_A03			13		23/07/2004 18:00
PLA_A03			15		23/07/2004 19:00
PLA_A03			17		23/07/2004 20:00
PLA_A03			17		23/07/2004 21:00
PLA_A03			16		23/07/2004 22:00
PLA_A03			14		23/07/2004 23:00
PLA_A03			11		24/07/2004 00:00
PLA_A03			10		24/07/2004 01:00
PLA_A03			9		24/07/2004 02:00
PLA_A03			9		24/07/2004 03:00
PLA_A03			9		24/07/2004 04:00
PLA_A03			9		24/07/2004 05:00
PLA_A03			9		24/07/2004 06:00
PLA_A03			10		24/07/2004 07:00
PLA_A03			12		24/07/2004 08:00
PLA_A03			13		24/07/2004 09:00
PLA_A03			14		24/07/2004 10:00
PLA_A03			15		24/07/2004 11:00
PLA_A03			15		24/07/2004 12:00
PLA_A03			15		24/07/2004 13:00
PLA_A03			14		24/07/2004 14:00
PLA_A03			14		24/07/2004 15:00
PLA_A03			12		24/07/2004 16:00
PLA_A03			13		24/07/2004 17:00
PLA_A03			12		24/07/2004 18:00
PLA_A03			13		24/07/2004 19:00
PLA_A03			16		24/07/2004 20:00
PLA_A03			16		24/07/2004 21:00
PLA_A03			15		24/07/2004 22:00
PLA_A03			14		24/07/2004 23:00
PLA_A03			12		25/07/2004 00:00
PLA_A03			11		25/07/2004 01:00
PLA_A03			10		25/07/2004 02:00
PLA_A03			9		25/07/2004 03:00
PLA_A03			9		25/07/2004 04:00
PLA_A03			9		25/07/2004 05:00
PLA_A03			9		25/07/2004 06:00
PLA_A03			9		25/07/2004 07:00
PLA_A03			10		25/07/2004 08:00
PLA_A03			13		25/07/2004 09:00
PLA_A03			13		25/07/2004 10:00
PLA_A03			13		25/07/2004 11:00
PLA_A03			14		25/07/2004 12:00
PLA_A03			14		25/07/2004 13:00
PLA_A03			14		25/07/2004 14:00
PLA_A03			13		25/07/2004 15:00
PLA_A03			12		25/07/2004 16:00
PLA_A03			11		25/07/2004 17:00
PLA_A03			12		25/07/2004 18:00
PLA_A03			13		25/07/2004 19:00
PLA_A03			17		25/07/2004 20:00
PLA_A03			17		25/07/2004 21:00
PLA_A03			17		25/07/2004 22:00
PLA_A03			14		25/07/2004 23:00
PLA_A03			12		26/07/2004 00:00
PLA_A03			10		26/07/2004 01:00
PLA_A03			10		26/07/2004 02:00
PLA_A03			9		26/07/2004 03:00
PLA_A03			9		26/07/2004 04:00
PLA_A03			9		26/07/2004 05:00
PLA_A03			11		26/07/2004 06:00
PLA_A03			13		26/07/2004 07:00
PLA_A03			15		26/07/2004 08:00
PLA_A03			16		26/07/2004 09:00
PLA_A03			17		26/07/2004 10:00
PLA_A03			16		27/07/2004 07:00
PLA_A03			16		27/07/2004 08:00
PLA_A03			17		27/07/2004 09:00
PLA_A03			16		27/07/2004 10:00
PLA_A03			17		27/07/2004 11:00
PLA_A03			17		27/07/2004 12:00
PLA_A03			16		27/07/2004 13:00
PLA_A03			16		27/07/2004 14:00
PLA_A03			15		27/07/2004 15:00
PLA_A03			14		27/07/2004 16:00
PLA_A03			14		27/07/2004 17:00
PLA_A03			14		27/07/2004 18:00
PLA_A03			14		27/07/2004 19:00
PLA_A03			18		27/07/2004 20:00
PLA_A03			18		27/07/2004 21:00
PLA_A03			17		27/07/2004 22:00
PLA_A03			14		27/07/2004 23:00
PLA_A03			11		28/07/2004 00:00
PLA_A03			10		28/07/2004 01:00
PLA_A03			9		28/07/2004 02:00
PLA_A03			9		28/07/2004 03:00
PLA_A03			8		28/07/2004 04:00
PLA_A03			9		28/07/2004 05:00
PLA_A03			10		28/07/2004 06:00
PLA_A03			13		28/07/2004 07:00
PLA_A03			17		28/07/2004 08:00
PLA_A03			16		28/07/2004 09:00
PLA_A03			16		28/07/2004 10:00
PLA_A03			16		28/07/2004 11:00
PLA_A03			16		28/07/2004 12:00
PLA_A03			16		28/07/2004 13:00
PLA_A03			16		28/07/2004 15:00
PLA_A03			15		28/07/2004 16:00
PLA_A03			13		28/07/2004 17:00
PLA_A03			12		28/07/2004 18:00
PLA_A03			15		28/07/2004 19:00
PLA_A03			18		28/07/2004 20:00
PLA_A03			18		28/07/2004 21:00
PLA_A03			17		28/07/2004 22:00
PLA_A03			14		28/07/2004 23:00
PLA_A03			11		29/07/2004 00:00
PLA_A03			10		29/07/2004 01:00
PLA_A03			9		29/07/2004 02:00
PLA_A03			9		29/07/2004 03:00
PLA_A03			9		29/07/2004 04:00
PLA_A03			9		29/07/2004 05:00
PLA_A03			10		29/07/2004 06:00
PLA_A03			13		29/07/2004 07:00
PLA_A03			16		29/07/2004 08:00
PLA_A03			15		29/07/2004 09:00
PLA_A03			16		29/07/2004 10:00
PLA_A03			17		29/07/2004 11:00
PLA_A03			17		29/07/2004 12:00
PLA_A03			17		29/07/2004 13:00
PLA_A03			17		29/07/2004 14:00
PLA_A03			17		29/07/2004 15:00
PLA_A03			14		29/07/2004 16:00
PLA_A03			13		29/07/2004 17:00
PLA_A03			12		29/07/2004 18:00
PLA_A03			15		29/07/2004 19:00
PLA_A03			18		29/07/2004 20:00
PLA_A03			18		29/07/2004 21:00
PLA_A03			17		29/07/2004 22:00
PLA_A03			14		29/07/2004 23:00
PLA_A03			11		30/07/2004 00:00
PLA_A03			10		30/07/2004 01:00
PLA_A03			9		30/07/2004 02:00
PLA_A03			9		30/07/2004 03:00
PLA_A03			9		30/07/2004 04:00
PLA_A03			9		30/07/2004 05:00
PLA_A03			10		30/07/2004 06:00
PLA_A03			13		30/07/2004 07:00
PLA_A03			16		30/07/2004 08:00
PLA_A03			17		30/07/2004 09:00
PLA_A03			16		30/07/2004 10:00
PLA_A03			17		30/07/2004 11:00
PLA_A03			19		30/07/2004 12:00
PLA_A03			20		30/07/2004 13:00
PLA_A03			16		30/07/2004 14:00
PLA_A03			16		30/07/2004 15:00
PLA_A03			15		30/07/2004 16:00
PLA_A03			14		30/07/2004 17:00
PLA_A03			13		30/07/2004 18:00
PLA_A03			14		30/07/2004 19:00
PLA_A03			16		30/07/2004 20:00
PLA_A03			16		30/07/2004 21:00
PLA_A03			14		30/07/2004 22:00
PLA_A03			14		30/07/2004 23:00
PLA_A03			11		31/07/2004 00:00
PLA_A03			10		31/07/2004 01:00
PLA_A03			9		31/07/2004 02:00
PLA_A03			9		31/07/2004 03:00
PLA_A03			9		31/07/2004 04:00
PLA_A03			8		31/07/2004 05:00
PLA_A03			9		31/07/2004 06:00
PLA_A03			10		31/07/2004 07:00
PLA_A03			12		31/07/2004 08:00
PLA_A03			13		31/07/2004 09:00
PLA_A03			15		31/07/2004 10:00
PLA_A03			15		31/07/2004 11:00
PLA_A03			14		31/07/2004 12:00
PLA_A03			14		31/07/2004 13:00
PLA_A03			13		31/07/2004 14:00
PLA_A03			13		31/07/2004 15:00
PLA_A03			12		31/07/2004 16:00
PLA_A03			12		31/07/2004 17:00
PLA_A03			11		31/07/2004 18:00
PLA_A03			13		31/07/2004 19:00
PLA_A03			15		31/07/2004 20:00
PLA_A03			17		31/07/2004 21:00
PLA_A03			16		31/07/2004 22:00
PLA_A03			13		31/07/2004 23:00
