ELEMENTO		Valor		Fecha de Recoleccion	
PLA_B03			17		09/07/2004 18:00
PLA_B03			16		09/07/2004 19:00
PLA_B03			14		09/07/2004 20:00
PLA_B03			12		09/07/2004 21:00
PLA_B03			12		09/07/2004 22:00
PLA_B03			11		09/07/2004 23:00
PLA_B03			11		10/07/2004 00:00
PLA_B03			11		10/07/2004 01:00
PLA_B03			11		10/07/2004 02:00
PLA_B03			11		10/07/2004 03:00
PLA_B03			10		10/07/2004 04:00
PLA_B03			10		10/07/2004 05:00
PLA_B03			10		10/07/2004 06:00
PLA_B03			9		10/07/2004 07:00
PLA_B03			9		10/07/2004 08:00
PLA_B03			12		10/07/2004 09:00
PLA_B03			13		10/07/2004 10:00
PLA_B03			14		10/07/2004 11:00
PLA_B03			13		10/07/2004 12:00
PLA_B03			11		10/07/2004 13:00
PLA_B03			12		10/07/2004 14:00
PLA_B03			12		10/07/2004 15:00
PLA_B03			11		10/07/2004 16:00
PLA_B03			12		10/07/2004 17:00
PLA_B03			11		10/07/2004 18:00
PLA_B03			11		10/07/2004 19:00
PLA_B03			12		10/07/2004 20:00
PLA_B03			11		10/07/2004 21:00
PLA_B03			12		10/07/2004 22:00
PLA_B03			11		10/07/2004 23:00
PLA_B03			11		11/07/2004 00:00
PLA_B03			11		11/07/2004 01:00
PLA_B03			11		11/07/2004 02:00
PLA_B03			11		11/07/2004 03:00
PLA_B03			11		11/07/2004 04:00
PLA_B03			11		11/07/2004 05:00
PLA_B03			11		11/07/2004 06:00
PLA_B03			10		11/07/2004 07:00
PLA_B03			10		11/07/2004 08:00
PLA_B03			10		11/07/2004 09:00
PLA_B03			10		11/07/2004 10:00
PLA_B03			10		11/07/2004 11:00
PLA_B03			11		11/07/2004 12:00
PLA_B03			10		11/07/2004 13:00
PLA_B03			10		11/07/2004 14:00
PLA_B03			10		11/07/2004 15:00
PLA_B03			10		11/07/2004 16:00
PLA_B03			10		11/07/2004 17:00
PLA_B03			10		11/07/2004 18:00
PLA_B03			10		11/07/2004 19:00
PLA_B03			11		11/07/2004 20:00
PLA_B03			11		11/07/2004 21:00
PLA_B03			11		11/07/2004 22:00
PLA_B03			11		11/07/2004 23:00
PLA_B03			11		12/07/2004 00:00
PLA_B03			10		12/07/2004 01:00
PLA_B03			11		12/07/2004 02:00
PLA_B03			10		12/07/2004 03:00
PLA_B03			10		12/07/2004 04:00
PLA_B03			10		12/07/2004 05:00
PLA_B03			10		12/07/2004 06:00
PLA_B03			10		12/07/2004 07:00
PLA_B03			14		12/07/2004 08:00
PLA_B03			18		12/07/2004 09:00
PLA_B03			19		12/07/2004 10:00
PLA_B03			20		12/07/2004 11:00
PLA_B03			19		12/07/2004 12:00
PLA_B03			20		12/07/2004 13:00
PLA_B03			20		12/07/2004 14:00
PLA_B03			21		12/07/2004 15:00
PLA_B03			21		12/07/2004 16:00
PLA_B03			19		12/07/2004 17:00
PLA_B03			17		12/07/2004 18:00
PLA_B03			16		12/07/2004 19:00
PLA_B03			13		12/07/2004 20:00
PLA_B03			11		12/07/2004 21:00
PLA_B03			11		12/07/2004 22:00
PLA_B03			11		12/07/2004 23:00
PLA_B03			10		13/07/2004 00:00
PLA_B03			10		13/07/2004 01:00
PLA_B03			10		13/07/2004 02:00
PLA_B03			10		13/07/2004 03:00
PLA_B03			10		13/07/2004 04:00
PLA_B03			10		13/07/2004 05:00
PLA_B03			10		13/07/2004 06:00
PLA_B03			9		13/07/2004 07:00
PLA_B03			13		13/07/2004 08:00
PLA_B03			16		13/07/2004 09:00
PLA_B03			19		13/07/2004 10:00
PLA_B03			20		13/07/2004 11:00
PLA_B03			21		13/07/2004 12:00
PLA_B03			20		13/07/2004 13:00
PLA_B03			20		13/07/2004 14:00
PLA_B03			20		13/07/2004 15:00
PLA_B03			20		13/07/2004 16:00
PLA_B03			19		13/07/2004 17:00
PLA_B03			17		13/07/2004 18:00
PLA_B03			16		13/07/2004 19:00
PLA_B03			13		13/07/2004 20:00
PLA_B03			12		13/07/2004 21:00
PLA_B03			12		13/07/2004 22:00
PLA_B03			11		13/07/2004 23:00
PLA_B03			11		14/07/2004 00:00
PLA_B03			10		15/07/2004 01:00
PLA_B03			14		15/07/2004 08:00
PLA_B03			17		15/07/2004 09:00
PLA_B03			19		15/07/2004 10:00
PLA_B03			20		15/07/2004 11:00
PLA_B03			21		15/07/2004 12:00
PLA_B03			21		15/07/2004 13:00
PLA_B03			20		15/07/2004 14:00
PLA_B03			20		15/07/2004 15:00
PLA_B03			21		15/07/2004 16:00
PLA_B03			20		15/07/2004 17:00
PLA_B03			17		15/07/2004 18:00
PLA_B03			15		15/07/2004 19:00
PLA_B03			12		15/07/2004 20:00
PLA_B03			11		15/07/2004 21:00
PLA_B03			12		15/07/2004 22:00
PLA_B03			11		15/07/2004 23:00
PLA_B03			11		16/07/2004 00:00
PLA_B03			10		16/07/2004 01:00
PLA_B03			10		16/07/2004 02:00
PLA_B03			10		16/07/2004 03:00
PLA_B03			10		16/07/2004 04:00
PLA_B03			10		16/07/2004 05:00
PLA_B03			10		16/07/2004 06:00
PLA_B03			10		16/07/2004 07:00
PLA_B03			14		16/07/2004 08:00
PLA_B03			17		16/07/2004 09:00
PLA_B03			19		16/07/2004 10:00
PLA_B03			20		16/07/2004 11:00
PLA_B03			20		16/07/2004 12:00
PLA_B03			20		16/07/2004 13:00
PLA_B03			20		16/07/2004 14:00
PLA_B03			20		16/07/2004 15:00
PLA_B03			19		16/07/2004 16:00
PLA_B03			17		16/07/2004 17:00
PLA_B03			16		16/07/2004 18:00
PLA_B03			15		16/07/2004 19:00
PLA_B03			12		16/07/2004 20:00
PLA_B03			9		16/07/2004 21:00
PLA_B03			9		16/07/2004 22:00
PLA_B03			10		16/07/2004 23:00
PLA_B03			10		17/07/2004 00:00
PLA_B03			10		17/07/2004 01:00
PLA_B03			10		17/07/2004 02:00
PLA_B03			10		17/07/2004 03:00
PLA_B03			10		17/07/2004 04:00
PLA_B03			10		17/07/2004 05:00
PLA_B03			10		17/07/2004 06:00
PLA_B03			9		17/07/2004 07:00
PLA_B03			9		17/07/2004 08:00
PLA_B03			13		17/07/2004 09:00
PLA_B03			13		17/07/2004 10:00
PLA_B03			14		17/07/2004 11:00
PLA_B03			12		17/07/2004 12:00
PLA_B03			10		17/07/2004 13:00
PLA_B03			10		17/07/2004 14:00
PLA_B03			10		17/07/2004 15:00
PLA_B03			10		17/07/2004 16:00
PLA_B03			10		17/07/2004 17:00
PLA_B03			10		17/07/2004 18:00
PLA_B03			10		17/07/2004 19:00
PLA_B03			11		17/07/2004 20:00
PLA_B03			10		17/07/2004 21:00
PLA_B03			10		17/07/2004 22:00
PLA_B03			10		17/07/2004 23:00
PLA_B03			9		18/07/2004 00:00
PLA_B03			9		18/07/2004 01:00
PLA_B03			9		18/07/2004 05:00
PLA_B03			9		18/07/2004 06:00
PLA_B03			8		18/07/2004 07:00
PLA_B03			8		18/07/2004 08:00
PLA_B03			9		18/07/2004 09:00
PLA_B03			9		18/07/2004 10:00
PLA_B03			9		18/07/2004 11:00
PLA_B03			9		18/07/2004 12:00
PLA_B03			10		18/07/2004 13:00
PLA_B03			10		18/07/2004 14:00
PLA_B03			10		18/07/2004 15:00
PLA_B03			10		18/07/2004 16:00
PLA_B03			10		18/07/2004 17:00
PLA_B03			10		18/07/2004 18:00
PLA_B03			10		18/07/2004 19:00
PLA_B03			11		18/07/2004 20:00
PLA_B03			11		18/07/2004 21:00
PLA_B03			11		18/07/2004 22:00
PLA_B03			11		18/07/2004 23:00
PLA_B03			10		19/07/2004 00:00
PLA_B03			10		19/07/2004 01:00
PLA_B03			10		19/07/2004 02:00
PLA_B03			10		19/07/2004 03:00
PLA_B03			10		19/07/2004 04:00
PLA_B03			10		19/07/2004 05:00
PLA_B03			10		19/07/2004 06:00
PLA_B03			9		19/07/2004 07:00
PLA_B03			11		19/07/2004 08:00
PLA_B03			16		19/07/2004 09:00
PLA_B03			15		19/07/2004 10:00
PLA_B03			0		19/07/2004 11:00
PLA_B03			0		19/07/2004 12:00
PLA_B03			0		19/07/2004 13:00
PLA_B03			17		19/07/2004 14:00
PLA_B03			18		19/07/2004 15:00
PLA_B03			16		19/07/2004 16:00
PLA_B03			14		19/07/2004 17:00
PLA_B03			12		19/07/2004 18:00
PLA_B03			12		19/07/2004 19:00
PLA_B03			12		19/07/2004 20:00
PLA_B03			11		19/07/2004 21:00
PLA_B03			11		19/07/2004 22:00
PLA_B03			10		19/07/2004 23:00
PLA_B03			10		20/07/2004 00:00
PLA_B03			10		20/07/2004 01:00
PLA_B03			10		20/07/2004 02:00
PLA_B03			10		20/07/2004 03:00
PLA_B03			11		20/07/2004 04:00
PLA_B03			10		20/07/2004 05:00
PLA_B03			10		20/07/2004 06:00
PLA_B03			10		20/07/2004 07:00
PLA_B03			11		20/07/2004 08:00
PLA_B03			16		20/07/2004 09:00
PLA_B03			19		20/07/2004 10:00
PLA_B03			20		20/07/2004 11:00
PLA_B03			19		20/07/2004 12:00
PLA_B03			20		20/07/2004 13:00
PLA_B03			19		20/07/2004 14:00
PLA_B03			20		20/07/2004 15:00
PLA_B03			19		20/07/2004 16:00
PLA_B03			15		20/07/2004 17:00
PLA_B03			13		20/07/2004 18:00
PLA_B03			12		20/07/2004 19:00
PLA_B03			11		20/07/2004 20:00
PLA_B03			9		20/07/2004 21:00
PLA_B03			11		20/07/2004 22:00
PLA_B03			11		20/07/2004 23:00
PLA_B03			11		21/07/2004 00:00
PLA_B03			11		22/07/2004 01:00
PLA_B03			17		22/07/2004 09:00
PLA_B03			18		22/07/2004 10:00
PLA_B03			18		22/07/2004 11:00
PLA_B03			20		22/07/2004 12:00
PLA_B03			19		22/07/2004 14:00
PLA_B03			19		22/07/2004 15:00
PLA_B03			18		22/07/2004 16:00
PLA_B03			14		22/07/2004 17:00
PLA_B03			13		22/07/2004 18:00
PLA_B03			12		22/07/2004 19:00
PLA_B03			12		22/07/2004 20:00
PLA_B03			11		22/07/2004 21:00
PLA_B03			11		22/07/2004 22:00
PLA_B03			11		22/07/2004 23:00
PLA_B03			10		23/07/2004 00:00
PLA_B03			10		23/07/2004 01:00
PLA_B03			11		23/07/2004 02:00
PLA_B03			10		23/07/2004 03:00
PLA_B03			10		23/07/2004 04:00
PLA_B03			10		23/07/2004 05:00
PLA_B03			7		23/07/2004 06:00
PLA_B03			6		23/07/2004 07:00
PLA_B03			9		23/07/2004 08:00
PLA_B03			14		23/07/2004 09:00
PLA_B03			16		23/07/2004 10:00
PLA_B03			17		23/07/2004 11:00
PLA_B03			17		23/07/2004 12:00
PLA_B03			17		23/07/2004 13:00
PLA_B03			17		23/07/2004 14:00
PLA_B03			17		23/07/2004 15:00
PLA_B03			15		23/07/2004 16:00
PLA_B03			11		23/07/2004 17:00
PLA_B03			10		23/07/2004 18:00
PLA_B03			9		23/07/2004 19:00
PLA_B03			10		23/07/2004 20:00
PLA_B03			9		23/07/2004 21:00
PLA_B03			8		23/07/2004 22:00
PLA_B03			9		23/07/2004 23:00
PLA_B03			8		24/07/2004 00:00
PLA_B03			8		24/07/2004 01:00
PLA_B03			8		24/07/2004 02:00
PLA_B03			8		24/07/2004 03:00
PLA_B03			8		24/07/2004 04:00
PLA_B03			8		24/07/2004 05:00
PLA_B03			8		24/07/2004 06:00
PLA_B03			7		24/07/2004 07:00
PLA_B03			7		24/07/2004 08:00
PLA_B03			8		24/07/2004 09:00
PLA_B03			8		24/07/2004 10:00
PLA_B03			8		24/07/2004 11:00
PLA_B03			9		24/07/2004 12:00
PLA_B03			9		24/07/2004 13:00
PLA_B03			8		24/07/2004 14:00
PLA_B03			8		24/07/2004 15:00
PLA_B03			8		24/07/2004 16:00
PLA_B03			9		24/07/2004 17:00
PLA_B03			8		24/07/2004 18:00
PLA_B03			8		24/07/2004 19:00
PLA_B03			10		24/07/2004 20:00
PLA_B03			9		24/07/2004 21:00
PLA_B03			9		24/07/2004 22:00
PLA_B03			9		24/07/2004 23:00
PLA_B03			9		25/07/2004 00:00
PLA_B03			8		25/07/2004 01:00
PLA_B03			8		25/07/2004 02:00
PLA_B03			8		25/07/2004 03:00
PLA_B03			8		25/07/2004 04:00
PLA_B03			8		25/07/2004 05:00
PLA_B03			8		25/07/2004 06:00
PLA_B03			7		25/07/2004 07:00
PLA_B03			7		25/07/2004 08:00
PLA_B03			8		25/07/2004 09:00
PLA_B03			8		25/07/2004 10:00
PLA_B03			8		25/07/2004 11:00
PLA_B03			9		25/07/2004 12:00
PLA_B03			8		25/07/2004 13:00
PLA_B03			8		25/07/2004 14:00
PLA_B03			8		25/07/2004 15:00
PLA_B03			8		25/07/2004 16:00
PLA_B03			8		25/07/2004 17:00
PLA_B03			8		25/07/2004 18:00
PLA_B03			9		25/07/2004 19:00
PLA_B03			9		25/07/2004 20:00
PLA_B03			9		25/07/2004 21:00
PLA_B03			9		25/07/2004 22:00
PLA_B03			9		25/07/2004 23:00
PLA_B03			8		26/07/2004 00:00
PLA_B03			8		26/07/2004 01:00
PLA_B03			8		26/07/2004 02:00
PLA_B03			8		26/07/2004 03:00
PLA_B03			8		26/07/2004 04:00
PLA_B03			8		26/07/2004 05:00
PLA_B03			8		26/07/2004 06:00
PLA_B03			8		26/07/2004 07:00
PLA_B03			9		26/07/2004 08:00
PLA_B03			14		26/07/2004 09:00
PLA_B03			17		26/07/2004 10:00
PLA_B03			8		27/07/2004 07:00
PLA_B03			9		27/07/2004 08:00
PLA_B03			14		27/07/2004 09:00
PLA_B03			16		27/07/2004 10:00
PLA_B03			16		27/07/2004 11:00
PLA_B03			17		27/07/2004 12:00
PLA_B03			17		27/07/2004 13:00
PLA_B03			16		27/07/2004 14:00
PLA_B03			16		27/07/2004 15:00
PLA_B03			15		27/07/2004 16:00
PLA_B03			12		27/07/2004 17:00
PLA_B03			11		27/07/2004 18:00
PLA_B03			10		27/07/2004 19:00
PLA_B03			11		27/07/2004 20:00
PLA_B03			10		27/07/2004 21:00
PLA_B03			10		27/07/2004 22:00
PLA_B03			10		27/07/2004 23:00
PLA_B03			9		28/07/2004 00:00
PLA_B03			9		28/07/2004 01:00
PLA_B03			9		28/07/2004 02:00
PLA_B03			9		28/07/2004 03:00
PLA_B03			9		28/07/2004 04:00
PLA_B03			9		28/07/2004 05:00
PLA_B03			9		28/07/2004 06:00
PLA_B03			8		28/07/2004 07:00
PLA_B03			11		28/07/2004 08:00
PLA_B03			14		28/07/2004 09:00
PLA_B03			16		28/07/2004 10:00
PLA_B03			18		28/07/2004 11:00
PLA_B03			18		28/07/2004 12:00
PLA_B03			18		28/07/2004 13:00
PLA_B03			16		28/07/2004 15:00
PLA_B03			16		28/07/2004 16:00
PLA_B03			12		28/07/2004 17:00
PLA_B03			11		28/07/2004 18:00
PLA_B03			11		28/07/2004 19:00
PLA_B03			10		28/07/2004 20:00
PLA_B03			10		28/07/2004 21:00
PLA_B03			9		28/07/2004 22:00
PLA_B03			9		28/07/2004 23:00
PLA_B03			9		29/07/2004 00:00
PLA_B03			8		29/07/2004 01:00
PLA_B03			9		29/07/2004 02:00
PLA_B03			9		29/07/2004 03:00
PLA_B03			8		29/07/2004 04:00
PLA_B03			8		29/07/2004 05:00
PLA_B03			8		29/07/2004 06:00
PLA_B03			8		29/07/2004 07:00
PLA_B03			10		29/07/2004 08:00
PLA_B03			14		29/07/2004 09:00
PLA_B03			15		29/07/2004 10:00
PLA_B03			16		29/07/2004 11:00
PLA_B03			16		29/07/2004 12:00
PLA_B03			16		29/07/2004 13:00
PLA_B03			16		29/07/2004 14:00
PLA_B03			16		29/07/2004 15:00
PLA_B03			16		29/07/2004 16:00
PLA_B03			12		29/07/2004 17:00
PLA_B03			11		29/07/2004 18:00
PLA_B03			12		29/07/2004 19:00
PLA_B03			11		29/07/2004 20:00
PLA_B03			11		29/07/2004 21:00
PLA_B03			10		29/07/2004 22:00
PLA_B03			10		29/07/2004 23:00
PLA_B03			9		30/07/2004 00:00
PLA_B03			9		30/07/2004 01:00
PLA_B03			9		30/07/2004 02:00
PLA_B03			9		30/07/2004 03:00
PLA_B03			9		30/07/2004 04:00
PLA_B03			9		30/07/2004 05:00
PLA_B03			9		30/07/2004 06:00
PLA_B03			9		30/07/2004 07:00
PLA_B03			12		30/07/2004 08:00
PLA_B03			14		30/07/2004 09:00
PLA_B03			15		30/07/2004 10:00
PLA_B03			16		30/07/2004 11:00
PLA_B03			16		30/07/2004 12:00
PLA_B03			16		30/07/2004 13:00
PLA_B03			15		30/07/2004 14:00
PLA_B03			15		30/07/2004 15:00
PLA_B03			14		30/07/2004 16:00
PLA_B03			11		30/07/2004 17:00
PLA_B03			11		30/07/2004 18:00
PLA_B03			10		30/07/2004 19:00
PLA_B03			10		30/07/2004 20:00
PLA_B03			9		30/07/2004 21:00
PLA_B03			9		30/07/2004 22:00
PLA_B03			9		30/07/2004 23:00
PLA_B03			8		31/07/2004 00:00
PLA_B03			8		31/07/2004 01:00
PLA_B03			8		31/07/2004 02:00
PLA_B03			8		31/07/2004 03:00
PLA_B03			8		31/07/2004 04:00
PLA_B03			8		31/07/2004 05:00
PLA_B03			8		31/07/2004 06:00
PLA_B03			7		31/07/2004 07:00
PLA_B03			7		31/07/2004 08:00
PLA_B03			9		31/07/2004 09:00
PLA_B03			9		31/07/2004 10:00
PLA_B03			9		31/07/2004 11:00
PLA_B03			9		31/07/2004 12:00
PLA_B03			8		31/07/2004 13:00
PLA_B03			8		31/07/2004 14:00
PLA_B03			8		31/07/2004 15:00
PLA_B03			8		31/07/2004 16:00
PLA_B03			8		31/07/2004 17:00
PLA_B03			9		31/07/2004 18:00
PLA_B03			9		31/07/2004 19:00
PLA_B03			10		31/07/2004 20:00
PLA_B03			9		31/07/2004 21:00
PLA_B03			8		31/07/2004 22:00
PLA_B03			8		31/07/2004 23:00
